127.0.0.1 - - [13/Jan/2022:23:31:34 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:37:08 +0700] "GET /LearnCode/profile.jsp HTTP/1.1" 200 9022
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:37:08 +0700] "GET /LearnCode/sweetalert2.min.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:37:08 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:37:08 +0700] "GET /LearnCode/sweetalert2.min.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:37:08 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:37:26 +0700] "POST /LearnCode/AddPostServlet HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:02 +0700] "GET /LearnCode/index.jsp HTTP/1.1" 200 6833
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:02 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:02 +0700] "GET /LearnCode/sweetalert2.min.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:03 +0700] "GET /LearnCode/sweetalert2.min.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:03 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:05 +0700] "GET /LearnCode/login.jsp HTTP/1.1" 200 4573
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:05 +0700] "GET /LearnCode/sweetalert2.min.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:05 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:05 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:13 +0700] "POST /LearnCode/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:14 +0700] "GET /LearnCode/profile.jsp HTTP/1.1" 200 8934
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:14 +0700] "GET /LearnCode/sweetalert2.min.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:14 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:30 +0700] "POST /LearnCode/AddPostServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:46:30 +0700] "GET /LearnCode/profile.jsp HTTP/1.1" 200 9010
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:47:11 +0700] "GET /LearnCode/profile.jsp HTTP/1.1" 200 8706
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:47:11 +0700] "GET /LearnCode/sweetalert2.min.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:47:11 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:47:11 +0700] "GET /LearnCode/sweetalert2.min.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:47:11 +0700] "GET /LearnCode/sweetalert2.min.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:47:28 +0700] "POST /LearnCode/AddPostServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:47:28 +0700] "GET /LearnCode/profile.jsp HTTP/1.1" 200 8782
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:58:05 +0700] "GET /LearnCode/profile.jsp HTTP/1.1" 500 2688
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:58:09 +0700] "GET /LearnCode/index.jsp HTTP/1.1" 200 6820
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:58:10 +0700] "GET /LearnCode/login.jsp HTTP/1.1" 200 4560
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:58:14 +0700] "POST /LearnCode/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:58:15 +0700] "GET /LearnCode/profile.jsp HTTP/1.1" 200 8797
0:0:0:0:0:0:0:1 - - [13/Jan/2022:23:58:26 +0700] "POST /LearnCode/AddPostServlet HTTP/1.1" 200 -
